1000
93	87480
82	87480
42	87480
93	87480
97	87480
223	87480
125	87480
168	87480
184	87480
8	87480
170	87480
61	87480
127	87480
220	87480
3	87480
